Product name,Vaccine status,WHO review,Description,Developers,Highest Development Phase,Species,Life cycle,Antigen,Platform,Adjuvant,Route of administration,Trial status,Trial phase,Trial sites,Trial end year,CHMI site,Registry ID,Link to trial
FMP014/ALFQ,Active,,"Self-assembling protein nanoparticles (SAPN), containing PfCSP epitopes  (FMP014) combined with (ALF with QS-21)",U.S. Army Medical Research and Development Command; Walter Reed Army Institute of Research,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Self-assembling nanoparticles,ALFQ,Intramuscular,Ongoing,Phase I,United States,2022 (expected),Yes,NCT04296279,https://clinicaltrials.gov/ct2/show/NCT04296279
FMP2.1/AS01B,Inactive,,"Safety, immunogenicity and efficacy of FMP2.1/AS01B, an asexual blood-stage vaccine for P. falciparum malaria",University of Oxford,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS01B,Intramuscular,Completed,Phase I/II,United Kingdom,2014,Yes,NCT02044198,https://clinicaltrials.gov/study/NCT02044198
FMP2.1/AS01B;FMP2.1/AS02A,Inactive;Inactive,None;None,"Safety, immunogenicity and preliminary efficacy of FMP2.1/AS01B and FMP2.1/AS02A after sporozoite challenge in malaria-naïve adults in the US",GlaxoSmithKline (GSK); PATH; Walter Reed Army Institute of Research (WRAIR),Phase II;Phase II,P. falciparum;P. falciparum,Blood stage;Blood stage,PfAMA1;PfAMA1,Recombinant subunit;Recombinant subunit,AS01B;AS02A,Intramuscular;Intramuscular,Completed,Phase I/IIa;Phase I/Iia,United States,2007,Yes,NCT00385047,https://clinicaltrials.gov/study/NCT00385047
FMP2.1/AS02A,Inactive,,"Safety, immunigenicity, and efficacy of FMP2.1/AS02A in 1-6 year old children in Bandiagara, Mali",GlaxoSmithKline (GSK); US Army Medical Research and Materiel Command; Walter Reed Army Institute of Research; National Institute of Allergy and Infectious Diseases (NIAID); University of Maryland,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS02A,Intramuscular,Completed,Phase II,Mali,2009,No,NCT00460525,https://clinicaltrials.gov/ct2/show/NCT00460525
FMP2.1/AS02A,Inactive,,Safety and immunogenicity of  FMP2.1/AS02A in Malian adults,GlaxoSmithKline (GSK); US Army Medical Research and Development Command; Walter Reed Army Institute of Research; USS National Institute of Allergy and Infectious Diseases (NIAID); University of Maryland,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS02A,Parenteral,Completed,Phase I,Mali,2006,No,NCT00349713,https://clinicaltrials.gov/ct2/show/NCT00349713
FMP2.1/AS02A,Inactive,,"Safety and immunogenicity of FMP2.1/AS02A in 1-6 year old children in Bandiagara, Mali",GlaxoSmithKline (GSK); University of Bamako; Walter Reed Army Institute of Research (WRAIR); US National Institute of Allergy and Infectious Diseases (NIAID),Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,AS02A,Intramuscular,Completed,Phase I,Mali,2007,No,NCT00358332,https://clinicaltrials.gov/study/NCT00358332
FP9-MVA CS,Inactive,,Safety and reactogenicity of malaria vaccine candidates FP9 CS and MVA CS in adult Gambian men,London School of Hygiene & Tropical Medicine (LSHTM); Medical Research Council Gambia; University of Oxford,Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Recombinant viral vector,,Intramuscular,Completed,Phase I,The Gambia,2004,No,NCT00121771,https://clinicaltrials.gov/study/NCT00121771
FP9-MVA ME-TRAP,Inactive,,"Safety, immunogenicity and efficacy FP9 ME-TRAP and MVA ME-TRAP for children in Kenya",University of Oxford; Kenya Medical Research Institute (KEMRI),Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage",ME-TRAP,Recombinant viral vector,,Intramuscular,Completed,Phase II,Kenya,2006,No,ISRCTN88335123,http://isrctn.com/ISRCTN88335123
FP9-MVA PP,Inactive,,Safety and immunogenicity study of the malaria vaccines FP9 PP and MVA PP as a prime boost,University of Oxford; Wellcome Trust,Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage","PfLSA3,PfSTARP,PfExp1,Pfs16,PfTRAP,PfLSA1",Recombinant viral vector,,Intradermal,Completed,Phase I,United Kingdom,2007,No,NCT00374998,https://clinicaltrials.gov/study/NCT00374998
FP9-MVA PP,Inactive,,Sporozoite challenge study of polyprotein malaria vaccines FP9-MVA PP in healthy adults,University of Oxford; Wellcome Trust; Walter Reed Army Institute of Research (WRAIR),Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage","PfLSA3,PfSTARP,PfExp1,Pfs16,PfTRAP,PfLSA1",Recombinant viral vector,,Intradermal,Completed,Phase II,United Kingdom,2007,Yes,NCT00375128,https://clinicaltrials.gov/study/NCT00375128
GMZ2,Inactive,,"Phase II multi-centre study of GMZ2 candidate malaria vaccine in Gabonese, Bukinabe, Ghanaian, and Ugandan children aged 12 to 60 months","Staten Serum Institute; Makerere University; Albert Schweitzer Hospital, Medical Research Unit; Medical Research Council (MRC) The Gambia; Projet de Development de Vaccins Anti-Paludique - Centre",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase II,Burkina Faso;Gabon;Ghana;Uganda,2014,No,PACTR2010060002033537,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR2010060002033537
GMZ2,Inactive,,Phase I single centre trial of GMZ2 in Gabonese children aged 1-5 years,"African Malaria Network Trust (AMANET); Medical Research Unit, Albert Schweitzer Hospital, Gabon",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase I,Gabon,2009,No,NCT00703066,https://clinicaltrials.gov/ct2/show/NCT00703066
GMZ2,Inactive,,GMZ2 vaccine versus rabies vaccine in healthy Gabonese adult volunteers,"African Malaria Network Trust (AMANET); Medical Research Unit, Albert Schweitzer Hospital, Gabon",Phase II,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,,Intramuscular,Completed,Phase I,Gabon,2008,No,NCT00424944,https://clinicaltrials.gov/ct2/show/NCT00424944
GMZ2/Alhydrogel,Inactive,,"Phase I single centre, dose-selection trial of GMZ2 in healthy adult volunteers",European Vaccine Initiative (EMVI); University of Tubingen,Phase I,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Germany,2007,No,NCT00397449,https://clinicaltrials.gov/ct2/show/NCT00397449
GMZ2/CAF01,Inactive,,Phase 1 of CAF01 and aluminum hydroxide as adjuvants for vaccine candidate GMZ2 in health adult African volunteers,Centre de Recherches Medicales Lambarene; German Centre for Infection Research; University of Tubingen; Statens Serum Institute,Phase I,P. falciparum,Blood stage,"PfGLURP,PfMSP3",Recombinant subunit,CAF01,Intramuscular,Completed,Phase I,Gabon,2016,Yes,PACTR201503001038304,https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR201503001038304
ICC-1132/Alhydrogel,Inactive,,Saftey and immunogenicity of malaria vaccine candidate ICC-1132 in healthy adults,US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Pre-erythrocytic stage,PfCSP,Virus-like particle,Alhydrogel,Intramuscular,Completed,Phase I,United States,2005,No,NCT00587249,https://clinicaltrials.gov/study/NCT00587249
MSP1 42-C1/Alhydrogel;MSP1 42-C1/Alhydrogel/CPG 7909,Inactive;Inactive,None;None,Safety and immungenicity of MSP1 42-C1/Alhydrogel with and without CPG 7909,US National Institute of Allergy and Infectious Diseases (NIAID); Johns Hopkins University,Phase I;Phase I,P. falciparum;P. falciparum,Blood stage;Blood stage,PfMSP1;PfMSP1,Recombinant subunit;Recombinant subunit,"Alhydrogel;Alhydrogel,CPG 7909",Intramuscular;Intramuscular,Completed,Phase I,United States,2007,No,NCT00320658,https://clinicaltrials.gov/study/NCT00320658
MSP1 42-FVO/Alhydrogel;MSP1 42-3D7/Alhydrogel,Inactive;Inactive,None;None,Safety and immunogenicity of MSP1(42)-FVO/Alhydrogel and MSP1(42)-3D7/Alhydrogel,US National Institute of Allergy and Infectious Diseases (NIAID),Phase I;Phase I,P. falciparum;P. falciparum,Blood stage;Blood stage,PfMSP1;PfMSP1,Recombinant subunit;Recombinant subunit,Alhydrogel;Alhydrogel,Intramuscular;Intramuscular,Completed,Phase I;Phase I,United States,2008,No,NCT00340431,https://clinicaltrials.gov/study/NCT00340431
MSP1/GLA-SE,Active,,"Safety, reactogenicity, immunogenicity and parasite growth rates after controlled human malaria infection of malaria vaccine SumayaVac-1 (MSP-1 with GLA-SE adjuvant) in health adults in Tanzania",Swiss Tropical & Public Health Institute; Ifakara Health Institute,Phase I,P. falciparum,Blood stage,PfMSP1,Recombinant viral vector,GLA-SE,Intramuscular,Ongoing,Phase I,Tanzania,2024 (expected),Yes,NCT05644067,https://clinicaltrials.gov/study/NCT05644067
MSP2-C1/ISA 720,Inactive,,Safety and immunogenicity of a blood-stage vaccine (MSP2-C1/ISA 720),Queensland Institute of Medical Research; PATH,Phase I,P. falciparum,Blood stage,PfMSP2,Recombinant subunit,Montanide ISA 720,Intramuscular,Completed,Phase I,Australia,2008,No,ACTRN12607000552482,https://anzctr.org.au/ACTRN12607000552482.aspx
MSP3-CRM-Vac4All/Alhydrogel,Active,,"Safety, immunogenicity and efficacy of MSP3-CRM-Vac4All/Alhydrogel in young children in Mali",University of Bamako; Vac4All,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Intramuscular,Ongoing,Phase Ib/IIb,Mali,2024 (expected),No,NCT05776017,https://clinicaltrials.gov/study/NCT05776017
MSP3-CRM-Vac4All/Alhydrogel,Active,,"Safety, tolerability and immunogenicity of MSP3-CRM-Vac4All/Alhydrogel in healthy adults",University of Bamako; Vac4All,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Mali,2023 (expected),No,NCT05197751,https://clinicaltrials.gov/study/NCT05197751
MSP3-LSP/Alhydrogel,Inactive,,Proof-of-concept study of MSP3-LSP vaccine to protect against malaria in Africa ,Vac4All; University of Bamako,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase IIb,Mali,2013,No,NCT01341704,https://clinicaltrials.gov/ct2/show/NCT01341704
MSP3-LSP/Alhydrogel,Inactive,,Phase IIb of MSP3-LSP in healthy children aged 12-48 months in Mali,African Malaria Network Trust (AMANET); University of Bamako,Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase IIb,Mali,2010,No,NCT00652275,https://clinicaltrials.gov/ct2/show/NCT00652275
MSP3-LSP/Alhydrogel,Inactive,,Phase Ib field trial in 12 to 24 month old children in Tanzania of MSP3 vs hepatitis B vaccine,African Malaria Network Trust (AMANET); London School of Hygiene & Tropical Medicine (LSHTM),Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase Ib,Tanzania,2008,No,NCT00469651,https://clinicaltrials.gov/ct2/show/NCT00469651
MSP3-LSP/Alhydrogel,Inactive,,Dose escalation trial of MSP3 LSP in 12-24 month old children in Burkina Faso,"London School of Hygiene & Tropical Medicine; Centre National de Recherche et de Formation sur le Paludisme, Burkina Faso",Phase II,P. falciparum,Blood stage,PfMSP3,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Burkina Faso,2008,No,NCT00452088,https://clinicaltrials.gov/study/NCT00452088
NMRC-M3V-Ad-PfCA,Inactive,,"Safety, tolerability, immunogenicity and protective efficacy of NMRC-M3V-Ad-PfCA, a multi-valent adenovirus-vectored vaccine in healthy malaria-naïve adults",United States Agency for International Development (USAID),Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage","PfCSP,PfAMA1","Recombinant viral vector,Recombinant viral vector",,Intramuscular,Completed,Phase I/II,United States,2017,Yes,NCT00392015,https://clinicaltrials.gov/study/NCT00392015
P27A/GLA-SE;P27A/Alhydrogel,Inactive;Inactive,None;None,Phase Ia/Ib of P27A in malaria non-exposed European volunteers (phase Ia) and malaria-exposed African volunteers (Tanzania; phase Ib),Centre Hospitalier Universitaire Vaudois (CHUV); University of Lausanne; European Vaccine Initiative (EVI); European and Developing Countries Clinical Trials Partnership (EDCTP),Phase I;Phase I,P. falciparum;P. falciparum,Blood stage;Blood stage,P27A;P27A,Synthetic peptide;Synthetic peptide,GLA-SE;Alhydrogel,Intramuscular,Completed,Phase I,Switzerland;Tanzania,2015,No,NCT01949909,https://clinicaltrials.gov/ct2/show/NCT01949909
PAMVAC/Alhydrogel;PAMVAC/GLA-SE;PAMVAC/GLA-LSQ,Inactive;Inactive;Inactive,None;None;None,Safety and immunogenicity of placental malaria vaccine PAMVAC variously adjuvanted,University of Tubingen; University of Copenhagen; European Vaccine Iniatitive (EVI); French Institut de Recherche pour le Developpement; ExpreS2ion Biotechnologies; University of Abomey-Calavi,Phase I;Phase I;Phase I,P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage,VAR2CSA;VAR2CSA;VAR2CSA,Recombinant subunit;Recombinant subunit;Recombinant subunit,Alhydrogel;GLA-SE;GLA-LSQ,Intramuscular,Completed,Phase I,Benin,2017,No,NCT02647489,https://clinicaltrials.gov/ct2/show/NCT02647489
PbVac,Inactive,,Safety and efficacy of genetically modified P. berghei parasite with PfCSP - Pb(PfCS@UIS4) - in health adult volunteers via CHMI,University of Radboud; PATH; Erasmus Medical Center; Havenziekenhuis,Phase II,P. falciparum,Pre-erythrocytic stage,"Whole sporozoite,PfCSP",Whole parasite,,Mosquito bite,Completed,Phase I/II,Netherlands,2018,Yes,NCT03138096,https://clinicaltrials.gov/ct2/show/NCT03138096
PEV301/302,Inactive,,Age de-escalation study of virosome vaccine components (PEV 301 & PEV 302) administered in combination to healthy semi-immune Tanzanian adult and children (PMAL03),Mymetics Corporation; Swiss Tropical and Public Health Institute; Pevion Biotech,Phase I,P. falciparum,Pre-erythrocytic stage,"PfAMA1,PfCSP",Virosomal vaccine,,Intramuscular,Completed,Phase Ib,Tanzania,2009,No,NCT00513669,https://clinicaltrials.gov/ct2/show/NCT00513669
PEV301/302,Inactive,,Virosome formulated vaccine components - PEV 301 & PEV 302 - administered in combination to healthy malaria naïve adults,Swiss Tropical and Public Health Institute,Phase I,P. falciparum,Pre-erythrocytic stage,"PfAMA1,PfCSP",Virosomal vaccine,,Intramuscular,Completed,Phase Ia,Switzerland,2005,No,NCT00400101,https://clinicaltrials.gov/ct2/show/NCT00400101
PEV3A;FP9-MVA ME-TRAP,Inactive;Inactive,None;None,Sporozoite challenge study of virosomal vaccine PEV3A and FP9-MVA ME-TRAP in healthy adults,Swiss Tropical & Public Health Institute; Pevion Biotech; University of Oxford; Walter Reed Army Institute of Research (WRAIR),Phase II;Phase II,P. falciparum;P. falciparum,Pre-erythrocytic stage;Pre-erythrocytic stage,"PfAMA1,PfCSP;ME-TRAP",Virosomal vaccine;Recombinant viral vector,None;None,Intramuscular;Intramuscular,Completed,Phase II;Phase II,United Kingdom,2006,Yes,NCT00408668,https://clinicaltrials.gov/study/NCT00408668
PfAMA1-C1/Alhydrogel,Inactive,,Safety and immunogenicity of AMA1-C1/Alhydrogel in children ages 2-4 years in Mali,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I/II,Mali,2006,No,NCT00341250,https://clinicaltrials.gov/ct2/show/NCT00341250
PfAMA1-C1/Alhydrogel,Inactive,,Safety and immunogenicity of AMA1-C1/Alhydrogel in Malian adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,Mali,2008,No,NCT00343005,https://clinicaltrials.gov/ct2/show/NCT00343005
PfAMA1-C1/Alhydrogel,Inactive,,Safety and immunogenicity of AMA1-C1/Alhydrogel in healthy US adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,United States,2006,No,NCT00114010,https://clinicaltrials.gov/ct2/show/NCT00114010
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,"Safety, immunogenicity and parasite growth inhibition of PfAMA1-C1 Alhydrogel + CPG 7909 (VAC035)","University of Oxford, US National Institute of Allergy and Infectious Diseases (NIAID)  ",Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Intravenous,Completed,Phase I/II,United Kingdom,2010,Yes,NCT00984763; 	EUCTR2007-005389-11-GB,https://clinicaltrials.gov/ct2/show/NCT00984763; https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2007-005389-11
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,"Safety, reactogenicity and immunogenicity of PfAMA1-C1 with adjuvants Alhydrogel and CPG 7909 for children in Mali",US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,Mali,2009,No,NCT00740090,https://clinicaltrials.gov/ct2/show/NCT00740090
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,Safety and immunogenicity of AMA1-C1 with adjuvants Alhydrogel and CPG 7909 in healthy US adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Parenteral,Completed,Phase I,United States,2008,No,NCT00427167,https://clinicaltrials.gov/ct2/show/NCT00427167
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,Safety and immunogenicity of the AMA1-C1 with adjuvants Alhydrogel and CPG 7909 in Malian adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,Mali,2006,No,NCT00414336,https://clinicaltrials.gov/ct2/show/NCT00414336
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,Safety and immunogenicity of the AMA1-C1 with adjuvants Alhydrogel and CPG 7909 in healthy US adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,United States,2007,No,NCT00344539,https://clinicaltrials.gov/ct2/show/NCT00344539
PfAMA1-C1/Alhydrogel/CPG 7909,Inactive,,Safety and immunogenicity of the AMA1-C1 with adjuvants Alhydrogel and CPG 7909 in healthy US adults,US National Institute of Allergy and Infectious Diseases (NIAID)  ,Phase II,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,"Alhydrogel,CPG 7909",Intramuscular,Completed,Phase I,United States,2008,No,NCT00340574,https://clinicaltrials.gov/ct2/show/NCT00340574
PfAMA1-C1/ISA 720,Inactive,,"Phase 1 study of safety, reactogenicity and immunogenicity of AMA1-C1/ISA 720 in Australian adults",US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Blood stage,PfAMA1,Recombinant subunit,Montanide ISA 720,Intramuscular,Completed,Phase I,Australia,2009,No,NCT00487916,https://clinicaltrials.gov/ct2/show/NCT00487916
PfAMA1-DiCo/GLA-SE;PfAMA1-DiCo/Alhydrogel,Inactive;Inactive,None;None,Safety and immunogenicity AMA1-DiCo with GLA-SE and Alhydrogel in European adults not previously exposed and African adults exposed to the parasite.,"Institut National de la Santé et de la Recherche Médicale (Inserm); European Vaccine Initiative (EVI); Biomedical Primate Research Center (BPRC); Centre National de Recherche et de Formation sur la Paludisme, Burkina Faso",Phase I;Phase I,P. falciparum;P. falciparum,Blood stage;Blood stage,PfAMA1;PfAMA1,Recombinant subunit;Recombinant subunit,GLA-SE;Alhydrogel,Intramuscular,Completed,Phase I,France;Burkina Faso,2015,No,NCT02014727; PACTR201402000719423,https://clinicaltrials.gov/ct2/show/NCT02014727; https://trialsearch.who.int/Trial2.aspx?TrialID=PACTR201402000719423
PfAMA1-FVO [25-545]/Alhydrogel;PfAMA1-FVO [25-545]/ISA 720;PfAMA1-FVO [25-545]/AS02A,Inactive;Inactive;Inactive,None;None;None,Assessment of three formulations of the candidate vaccine AMA 1 in healthy Dutch adult volunteers,"European Vaccine Institute (EVI); Radboud University; Biomedical Primate Research Centre, Netherlands; GlaxoSmithKline (GSK)",Phase I;Phase I;Phase I,P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage,PfAMA1;PfAMA1;PfAMA1,Recombinant subunit;Recombinant subunit;Recombinant subunit,Alhydrogel;Montanide ISA 720;AS02A,Subcutaneous;Subcutaneous;Subcutaneous,Completed,Phase I;Phase I;Phase I,Netherlands,2008,No,NCT00730782,https://clinicaltrials.gov/study/NCT00730782
PfAMA1-FVO [25-545]/Alhydrogel;PfAMA1-FVO [25-545]/ISA 720;PfAMA1-FVO [25-545];PfAMA1-FVO [25-545]/AS02A,Inactive;Inactive;Inactive;Inactive,None;None;None;None,"Safety and immunogenicity of PfAMA-1-FVO[25-545] in healthy Malian adults adjuvanted with Alhydrogel, ISA720 or AS02","African Malaria Network Trust (African Malaria Network Trust (AMANET)); Malaria Research and Training Center, Bamako",Phase I;Phase I;Phase I;Phase I,P. falciparum;P. falciparum;P. falciparum;P. falciparum,Blood stage;Blood stage;Blood stage;Blood stage,PfAMA1;PfAMA1;PfAMA1;PfAMA1,Recombinant subunit;Recombinant subunit;Recombinant subunit;Recombinant subunit,Alhydrogel;Montanide ISA 720;None;AS02A,Intramuscular,Completed,Phase I,Mali,2008,No,NCT00431808,https://clinicaltrials.gov/ct2/show/NCT00431808
PfCP2.9/ISA 720,Inactive,,Safety and reactogenicity of the PfCP2.9 /Montanide ISA 720 vaccine in healthy adult volunteers,"Shanghai Wanxing Bio-Pharmaceuticals; Xinhua Hospital, Shanghai Jiao Tong University School of Medicine; Second Military Medical University; PATH",Phase I,P. falciparum,Blood stage,"PfAMA1,PfMSP1",Recombinant subunit,Montanide ISA 720,Parenteral,Completed,Phase I,China,2007,No,NCT00284973,https://clinicaltrials.gov/ct2/show/NCT00284973
PfCS102/ISA 720,Inactive,,Efficacy of malaria vaccine PfCS102 against artificial challenge with P. falciparum,Swiss Tropical & Public Health Institute,Phase II,P. falciparum,Pre-erythrocytic stage,PfCS102,Recombinant subunit,Montanide ISA 720,Intramuscular,Completed,Phase I/II,Switzerland,2004,Yes,NCT01031524,https://clinicaltrials.gov/study/NCT01031524
PfGAP3-KO,Inactive,,Genetically attenuated sporozoite vaccine PfGAP3KO in healthy adult male volunteers,Australian National Health and Medical Research Council (NHMRC),Phase I,P. falciparum,Pre-erythrocytic stage,Whole sporozoite,Whole parasite,,Intravenous,Completed,Phase I,Australia,2018,Yes,ACTRN12617000824369,https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12617000824369
PfGAP3-KO,Inactive,,"Safety, attenuation and immunogenicity of PfGAP3KO administered via A. Stephensi mosquitoes",Seattle Children's Research Institute (SCRI),Phase I,P. falciparum,Pre-erythrocytic stage,Whole sporozoite,Whole parasite,,Mosquito bite,Completed,Phase I,United States,2015,No,NCT02313376,https://clinicaltrials.gov/ct2/show/NCT02313376
PfGAP3-KO,Inactive,,"Safety, immunogenicity and efficacy of PfGAP3KO administered via the A. Stephensi mosquitoes to malaria-naïve US adults",US National Institute of Allergy and Infectious Diseases (NIAID),Phase I,P. falciparum,Pre-erythrocytic stage,Whole sporozoite,Whole parasite,,Mosquito bite,Completed,Phase I,United States,2019,Yes,NCT03168854,https://clinicaltrials.gov/ct2/show/NCT03168854
PfLSA3/Alhydrogel;PfLSA3 ISA 720,Inactive;Inactive,None;None,Phase I/IIa of liver stage antigen 3 (LSA3) via CHMI,Radboud University; Institut Pasteur,Phase II;Phase II,P. falciparum;P. falciparum,Pre-erythrocytic stage;Pre-erythrocytic stage,PfLSA3;PfLSA3,Recombinant subunit;Recombinant subunit,Alhydrogel;Montanide ISA 720,Subcutaneous,Completed,Phase I/II,Netherlands,2008,Yes,NCT00509158; EUCTR2006-001743-66-NL,https://clinicaltrials.gov/ct2/show/NCT00509158; https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2006-001743-66
PfMSP1.19 + PfF2/ISA 720,Inactive,,A first-in-man clinical trial to evaluate the safety and immunogenicity of malaria vaccine (JAIVAC-1) in healthy Indian males,International Centre for Genetic Engineering and Biotechnology (ICGEB),Phase I,P. falciparum,Blood stage,"PfMSP1,PfF2",Recombinant subunit,Montanide ISA 720,Intramuscular,Completed,Phase I,India,2013,No,CTRI/2010/091/000301,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=1507
PfMSPFu24 + PfF2/Alhydrogel,Inactive,,Safety and tolerability of bivalent malaria vaccine (JAIVAC-2: PfMSPFu24+PfF2/Alhydrogel) in healthy Indian adults,International Centre for Genetic Engineering and Biotechnology (ICGEB),Phase I,P. falciparum,Blood stage,"PfMSP1,PfMSP3,PfF2",Recombinant subunit,Alhydrogel,Intramuscular,Completed,Phase I,India,2022,No,CTRI/2020/03/023739,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=39000
Pfp52-p36- GAP,Inactive,,"Safety, immunogenicity and efficacy of genetically-attenuated P. falciparum parasites p52-/p36 - (GAP) vaccine, administered by bite of infected Anopheles to malaria-naïve adults in the US",Seattle Children's Research Institute (SCRI); Walter Reed Army Institute of Research (WRAIR),Phase II,P. falciparum,Pre-erythrocytic stage,Whole sporozoite,Whole parasite,,Intramuscular,Completed,Phase I/II,United States,2011,Yes,NCT01024686,https://clinicaltrials.gov/study/NCT01024686
PfPEBS/Alhydrogel,Inactive,,"Safety, immunogenicity and efficacy of PfPEBS-LSP synthetic polypeptide vaccine against sporozoite challenge in malaria naïve adults",Vac4Alll; Centre Hospitalier Universitaire Vaudois; Radboud University; European Commission,Phase II,P. falciparum,"Pre-erythrocytic stage,Blood stage",Pf11.1,Recombinant subunit,Alhydrogel,Subcutaneous,Completed,Phase Ia/IIa,Switzerland,2013,Yes,NCT01605786,https://clinicaltrials.gov/ct2/show/NCT01605786
Pfs230D1M-EPA/Alhydrogel;Pfs25M-EPA/Alhydrogel,Inactive;Inactive,None;None,Safety and immunogenicity of Pfs230D1M-EPA/Alhydrogel and Pfs25M-EPA/Alhydrogel in adults in the US and Mali,US National Institute of Allergy and Infectious Diseases (NIAID); University of Bamako,Phase I;Phase I,P. falciparum;P. falciparum,Sexual stage;Sexual stage,Pfs230;Pfs25,Recombinant subunit;Recombinant subunit,Alhydrogel;Alhydrogel,Intramuscular;Intramuscular,Completed,Phase I;Phase I,United States;Mali,2018,No,NCT02334462,https://clinicaltrials.gov/study/NCT02334462
Pfs230D1M-EPA/AS01B,Active,,Age de-escalation trial of transmission blocking vaccine candidate Pfs230D1-EPA/AS01 to assess safety and tolerability in children and community trial to assess efficacy in family compounds,US National Institute of Allergy and Infectious Diseases (NIAID); University of Bamako,Phase II,P. falciparum,Sexual stage,Pfs230,Recombinant subunit,AS01B,Intramuscular,Completed,Phase II,Mali,2022,No,NCT03917654,https://clinicaltrials.gov/study/NCT03917654
Pfs230D1M-EPA/Matrix M1,Active,,"Safety, tolerability and immunogenicity of transmission-blocking vaccine Pfs230D1-EPA/Matrix-M against malaria in adults in Mali",US National Institute of Allergy and Infectious Diseases (NIAID); University of Bamako; Novavax,Phase II,P. falciparum,Sexual stage,Pfs230,Recombinant subunit,Matrix M1,Intramuscular,Completed,Phase I,Mali,2023,No,NCT05135273,https://clinicaltrials.gov/study/NCT05135273
